path	classification	action	reason
tests/integration/provider_outlook_support.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/integration/test_bundesliga_football_data_to_outlook.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/integration/test_cup_reconciliation_to_outlook.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/integration/test_football_data_to_outlook_end_to_end.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/integration/test_nflverse_to_outlook_end_to_end.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/integration/test_oefb_ical_cup_to_outlook.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/integration/test_openligadb_champions_league_to_outlook.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/integration/test_openligadb_dfb_pokal_to_outlook.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/integration/test_openligadb_nations_league_a_to_outlook.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/integration/test_openligadb_second_bundesliga_to_outlook.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/integration/test_provider_to_outlook_end_to_end.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/integration/test_scope_retirement.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/integration/test_synchronization_lifecycle.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/media/__init__.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/media/test_asset_service.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/media/test_event_asset_selector.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/operations/__init__.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/operations/test_football_data_qualification.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/operations/test_media_assets.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/operations/test_oefb_ical_catalog_candidates.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/operations/test_openligadb_qualification.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/operations/test_presentation_revisions.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/operations/test_publication_safety.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/operations/test_reminder_rules.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/operations/test_staging_evidence.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/providers/__init__.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/providers/api_football/__init__.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/providers/api_football/catalog_test_support.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/providers/api_football/test_catalog_adapter.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/providers/api_football/test_catalog_fixtures.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/providers/api_football/test_catalog_models.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/providers/api_football/test_client.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/providers/api_football/test_fixture_adapter.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/providers/api_football/test_fixture_models.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/providers/api_football/test_transport.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/providers/football_data/__init__.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/providers/football_data/support.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/providers/football_data/test_adapter.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/providers/football_data/test_client.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/providers/football_data/test_competition_mappings.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/providers/football_data/test_models.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/providers/football_data/test_profiles.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/providers/football_data/test_transport.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/providers/nflverse/__init__.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/providers/nflverse/support.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/providers/nflverse/test_client.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/providers/nflverse/test_models.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/providers/nflverse/test_transport.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/providers/oefb_ical/__init__.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/providers/oefb_ical/support.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/providers/oefb_ical/test_adapter.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/providers/oefb_ical/test_client.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/providers/oefb_ical/test_models.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/providers/oefb_ical/test_profiles.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/providers/oefb_ical/test_team_mappings.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/providers/oefb_ical/test_transport.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/providers/openligadb/__init__.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/providers/openligadb/support.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/providers/openligadb/test_adapter.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/providers/openligadb/test_client.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/providers/openligadb/test_models.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/providers/openligadb/test_team_mappings.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/providers/openligadb/test_transport.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/providers/test_contracts.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/scheduler/__init__.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/scheduler/test_scheduler.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/synchronization/__init__.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/synchronization/test_content_hash.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/synchronization/test_event_media_synchronizer.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/synchronization/test_event_reminder_resolver.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/synchronization/test_event_synchronizer.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/synchronization/test_outlook_event_payload_builder.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/synchronization/test_synchronization_orchestrator.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/synchronization/test_synchronization_runtime_service.py	synthetic-test	retain	offline regression coverage and synthetic support
tests/test_catalog_support.py	synthetic-test	retain	offline regression coverage and synthetic support
